Nom Ticket	date	heure	entreprise	adresse	Ville	code postal	telephone	siren	produits : quantité, prix unitaire, somme prix	nombre articles	total	paiement intermediaire : montant, moyen paiement, monnaie rendue	montant paye
314	2017-06-12	11:52:17	C_city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05_05/17/2006		{'250G__TABOULE_FRUIT_R314': (1, 3.04, 3.04), '25CL_INNOCENT_AMAN_R314': (1, 2.2, 2.2), 'DESS.FRTS_POM/PEC/_R314': (1, 1.68, 1.68)}	3	6.92	{'paiementintermediaire269': (6.92, 'CB EMV SANS CONTACT EUR', None)}	6.92
315	2017-03-01	11:47:32	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'4X100GDESS.PANACHE_R315': (1, 1.34, 1.34), 'COUSCOUS_CRF_440G__R315': (1, 3.26, 3.26), 'INNOCENT_MANG/PASS_2.20_R315': (1, 4.4, 4.4)}	4	9.0	{'paiementintermediaire270': (9.0, 'CB EMV SANS CONTACT EUR', None)}	9.0
317	2017-05-15	11:56:29	City_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'1L_ORANGE_CRF_DISC_R317': (1, 1.01, 1.01), 'DESS.FRTS_POM/PEC/_R317': (1, 1.68, 1.68), 'SALADE_SAUMON_FUME_R317': (1, 3.3, 3.3)}	3	5.99	{'paiementintermediaire271': (5.99, 'CB EMV SANS CONTACT EUR', None)}	5.99
318	2017-05-16	11:55:00	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'MINI_PENNE_PESTO_R318': (1, 3.37, 3.37), 'VACHE_A_BOIRE_VANI_R318': (1, 2.07, 2.07)}	2	5.44	{'paiementintermediaire272': (5.44, 'CB EMV SANS CONTACT EUR', None)}	5.44
319	2017-04-26	12:30:36	C_city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05_05/17/2006		{'DESS_POMMES_SS_CRF_R319': (1, 0.93, 0.93), 'SALADl_PLT_LIBANAI_R319': (1, 3.09, 3.09), 'WRAP_ACON_UFS_TO_R319': (1, 2.66, 2.66)}	3	6.68	{'paiementintermediaire273': (6.68, 'CB ENV SANS CONTACT EUR', None)}	6.68
310	2017-06-27	12:08:53	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'BUDDHA_BOL_PATATE_R310': (1, 5.5, 5.5), 'SDW_TRI_JBN_CHEDDA_R310': (1, 1.74, 1.74)}	2	7.24	{'paiementintermediaire265': (7.24, 'CB EMV SANS CONTACT EUR', None)}	7.24
311	2017-02-28	11:12:18	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'CHILI_CON_CARNE_CR_R311': (1, 3.37, 3.37), 'INNOCENT_MANG/PASS_R311': (1, 2.2, 2.2), 'VACHE_A_BOIRE_YRT_R311': (1, 1.92, 1.92)}	3	7.49	{'paiementintermediaire266': (7.49, 'CB EMV SANS CONTACT EUR', None)}	7.49
312	2017-03-03	11:54:28	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'115G_GAL.MAIS_BIO_R312': (1, 0.91, 0.91), 'CRF_SALADE_SAUMON_R312': (1, 3.32, 3.32), 'DESS.FRTS_POM/PEC/_R312': (1, 1.68, 1.68), 'VACHE_A_BOIRE_YRT_R312': (1, 1.92, 1.92)}	4	7.83	{'paiementintermediaire267': (7.83, 'CB EMV SANS CONTACT EUR', None)}	7.83
313	2017-06-27	11:50:47	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'DESS.?OMMES_SS_CRF_R313': (1, 0.93, 0.93), 'PARMENTIER_CANARD_R313': (1, 4.73, 4.73)}	2	5.66	{'paiementintermediaire268': (20.0, 'ESPECES', 14.34)}	5.66
32	2017-02-21	12:12:56	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'CRISTALINE_1.5L_R32': (1, 0.2, 0.2), 'MAXI_POULET_CRUDIT_R32': (1, 1.74, 1.74), 'TRIAN_PLT_ROTI_MAYO_R32': (1, 1.94, 1.94)}	3	3.88	{'paiementintermediaire274': (3.88, 'CARTE BANCAIRE EMV EUR', None)}	3.88
327	2017-05-19	11:54:19	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'150G__DW_TR.POLAIR_R327': (1, 3.37, 3.37), '180G_QUINOA_BOULG_R327': (1, 2.77, 2.77), 'VACHE_A_BOIRE_YRT_R327': (1, 1.92, 1.92)}	3	8.06	{'paiementintermediaire279': (8.06, 'CB EMV SANS CONTACT EUR', None)}	8.06
329	2017-05-18	11:58:05	City_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'COUSCOUS_CRF_440G__R329': (1, 3.26, 3.26), 'DESS.FRTS_POM/PEC/_R329': (1, 1.68, 1.68)}	2	4.94	{'paiementintermediaire280': (4.94, 'CARTE BANCAIRE EMV EUR', None)}	4.94
330	2017-06-21	11:42:50	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'BAGUETTE_PERENE_CERE_R330': (1, 1.15, 1.15), 'POMME_GOLDEN_GROSSE_R330': (1, 0.49, 0.49), 'SALADE_VENEZIA_R330': (1, 4.23, 4.23)}	3	5.87	{'paiementintermediaire281': (5.87, 'CB EMV SANS CONTACT EUR', None)}	5.87
333	2017-06-20	18:41:40	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'72_LING.BB_FRESH_R333': (1, 1.96, 1.96), 'BOULGOUR_LENTILLE_R333': (1, 3.04, 3.04), 'CHIFFONNAGE_JB_SEC_R333': (1, 2.6, 2.6), 'NECTARINE_A_CHAIR_JA_R333': (1, 1.38, 1.38), 'TOMATE_JAUNE_BQ_250G_R333': (1, 2.2, 2.2)}	5	11.18	{'paiementintermediaire282': (11.18, 'CARTE BANCAIRE EMV EUR', None)}	11.18
335	2017-05-31	11:57:31	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'PARMENTIER_CANARD_R335': (1, 4.73, 4.73)}	1	4.73	{'paiementintermediaire283': (4.73, 'CB EMV SANS CONTACT EUR', None)}	4.73
320	2017-02-21	11:49:10	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'COUSCOUS_CRF_440G__R320': (1, 3.26, 3.26), 'DESS.FRTS_POM/PEC/_R320': (1, 1.68, 1.68), 'VACHE_A_BOIRE_VANI_R320': (1, 1.99, 1.99)}	3	6.93	{'paiementintermediaire275': (6.93, 'CB EMV SANS CONTACT EUR', None)}	6.93
321	2017-03-02	12:02:36	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'1808_QUINOA_BOULG_R321': (1, 2.77, 2.77), 'INNOCENT_MANG/PASS_R321': (1, 2.2, 2.2)}	3	0.06	{'paiementintermediaire276': (0.06, 'CB EMV SANS CONTACT EUR', None)}	0.06
323	2017-06-22	11:47:35	C_city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05_05/17/2006		{'180G_QUINOA_BOULG_R323': (1, 2.77, 2.77), 'VACHE_A_BOIRE_VANI_R323': (1, 2.07, 2.07), 'WRAP_POULET_CURRY_R323': (1, 3.8, 3.8)}	3	8.64	{'paiementintermediaire277': (8.64, 'CB EMV SANS CONTACT EUR', None)}	8.64
325	2017-06-16	12:01:03	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'180G__CAROTTES_RAPE_R325': (1, 1.21, 1.21), '250G__TABOULE_FRUIT_R325': (1, 3.04, 3.04), 'BUBBLPS_LEMON&LIME_R325': (1, 1.56, 1.56), 'DESS.POMMES_SS_CRF_R325': (1, 0.93, 0.93)}	4	6.74	{'paiementintermediaire278': (6.74, 'CARTE BANCAIRE EMV EUR', None)}	6.74
336	2017-05-22	15:28:09	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'200G__?_OUMMOUS_CRF_R336': (1, 1.79, 1.79), 'CONCOMBRE_R336': (1, 1.1, 1.1), 'PETIT_ECOL.CHOC.LT_R336': (1, 1.5, 1.5)}	3	4.39	{'paiementintermediaire284': (4.39, 'CB EMV SANS CONTACT EUR', None)}	4.39
34	2017-02-13	12:00:34	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'BAGUETTE_PERENE_CERE_R34': (1, 1.15, 1.15), 'PETIT_BEURRE_BIO_1_R34': (1, 1.33, 1.33), 'SALADE_VENEZIA_R34': (1, 4.23, 4.23)}	3	6.71	{'paiementintermediaire288': (6.71, 'CARTE BANCAIRE EMV EUR', None)}	6.71
340	2017-06-20	18:41:40	City_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'72_LING.BB_FRESH_R340': (1, 1.96, 1.96), 'BOULGOUR_LENTILLE_R340': (1, 3.04, 3.04), 'CHIFFONNADE_JB_SEC_R340': (1, 2.6, 2.6), 'NECTARINE_A_CHAIR_JA_R340': (1, 1.38, 1.38), 'TOMATE_JAUNE_BQ_250G_R340': (1, 2.2, 2.2)}	5	11.18	{'paiementintermediaire289': (11.18, 'CARTE BANCAIRE EMV EUR', None)}	11.18
337	2017-06-03	09:20:51	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'1L_HOVE_BIO_NX_CRF_R337': (1, 6.5, 6.5), '500G__SPAGHETTI_BIO_R337': (1, 1.25, 1.25), '75CL_SIR.GRENA_CRF_R337': (1, 1.7, 1.7), 'MOZZARELLA_CRF_R337': (1, 0.84, 0.84), 'PANSEMENT_X20_CRF_R337': (1, 1.78, 1.78), 'PIZZA_MOZZAR.RISTO_R337': (1, 2.69, 2.69)}	6	14.76	{'paiementintermediaire285': (14.76, 'CB EMV SANS CONTACT EUR', None)}	14.76
338	2017-05-29	08:40:50	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'BISC.PT_DEJ.CRF_R338': (1, 1.64, 1.64), 'BQ_TOMATE_CERISE_BIO_R338': (1, 1.8, 1.8), 'CAROT.RAPE/TABOULE_R338': (1, 1.95, 1.95)}	3	5.39	{'paiementintermediaire286': (5.39, 'CB EMV SANS CONTACT EUR', None)}	5.39
339		11:58:23	C_city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05_05/17/2006		{'200G_HOUMMOUS_CRF_R339': (1, 1.86, 1.86), '300G__PRINCE_CHOCOL_R339': (1, 1.36, 1.36), '6_RLX_P.H.2PLI_CRF_R339': (1, 1.49, 1.49), 'BUCHE_DE_CHEVRE_BI_R339': (1, 2.55, 2.55), 'COMCOMBRE_BIO_R339': (1, 1.2, 1.2), 'COURGETTE_BIO_R339': (1, 2.5, 2.5), 'LT_1/2E.BI0_CRF_1L_R339': (1, 1.05, 1.05), 'MOZZARELLA_BIO_CRF_R339': (1, 1.17, 1.17), 'PAIN_VOLLKORNBROT_R339': (1, 2.11, 2.11), 'PATE_FEUILL.ROULEE_R339': (1, 0.72, 0.72), 'TOMATES_GRAPPE_COCKT_R339': (1, 2.5, 2.5)}	11	18.51	{'paiementintermediaire287': (18.51, 'CARTE BANCAIRE EMV EUR', None)}	18.51
341	2017-06-03	09:20:51	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'1L_HOVE_BIO_NX_CRF_R341': (1, 6.5, 6.5), '500G__SPAGHETTI_BIO_R341': (1, 1.25, 1.25), '75CL_SIR.GRENA_CRF_R341': (1, 1.7, 1.7), 'MOZZARELLA_CRF_R341': (1, 0.84, 0.84), 'PANSEMENT_X20_CRF_R341': (1, 1.78, 1.78), 'PIZZA_MOZZAR.RISTO_R341': (1, 2.69, 2.69)}	6	14.76	{'paiementintermediaire290': (14.76, 'CB EMV SANS CONTACT EUR', None)}	14.76
347	2017-03-09	16:29:34	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'72_LING.BB_FRESH_R347': (1, 1.96, 1.96), 'BAGUETTE_250G_R347': (1, 0.84, 0.84), 'EAU_SCE_MONTAG.CRF_R347': (1, 0.31, 0.31), 'SAC_CAISSE_PAPIER_R347': (1, 0.1, 0.1)}	4	3.21	{'paiementintermediaire296': (3.21, 'CARTE BANCAIRE EMV EUR', None)}	3.21
348	2017-06-18	10:02:19	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'16_MINI_BLINIS_CRF_R348': (1, 1.16, 1.16), '180G_FETA_BIO_CRF_R348': (1, 2.85, 2.85), '200G__HOUMMOUS_CRF_R348': (1, 1.86, 1.86), '4X115G__LES_2_VACHE_R348': (1, 1.81, 1.81), 'CHAMPIGNONS_BRUNS_25_R348': (1, 1.95, 1.95), 'CONCOMBRE_BIO_R348': (1, 1.2, 1.2), 'COOKIE_CH0C0/NOUGA_R348': (1, 0.81, 0.81), 'COUSCOUS_SEMI_COMP_R348': (1, 1.58, 1.58), 'FRUITS_ET_LEGUMES_R348': (1, 2.5, 2.5), 'LT_1/2E.BI0_CRF_1L_R348': (1, 1.05, 1.05), 'MOZZARELLA_BIO_CRF_R348': (1, 1.17, 1.17), 'PET_1.25L_EAU_GAZ_R348': (1, 0.57, 0.57), 'ROQUETTE_125G__CRF_R348': (1, 1.77, 1.77), 'TOMATES_GRAPPE_COCKT_R348': (1, 2.5, 2.5)}	14	22.78	{'paiementintermediaire297': (22.78, 'CARTE BANCAIRE EMV EUR', None)}	22.78
342	2017-06-21	11:42:11	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'240G__SALADE_SAUMON_R342': (1, 4.42, 4.42), 'BUBBLES_LEMON&LIME_R342': (1, 1.56, 1.56), 'VACHE_A_BOIRE_VANI_R342': (1, 2.07, 2.07)}	3	8.05	{'paiementintermediaire291': (8.05, 'CB EMV SANS CONTACT EUR', None)}	8.05
343	2017-05-31	11:57:31	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'PARMENTIER_CANARD_R343': (1, 4.73, 4.73)}	1	4.73	{'paiementintermediaire292': (4.73, 'CB EMV SANS CONTACT EUR', None)}	4.73
344		15:28:09	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'200G_HOUMMOUS_CRF_R344': (1, 1.79, 1.79), 'CONCOMBRE_R344': (1, 1.1, 1.1), 'PETIT_ECOL.CHOC.LT_R344': (1, 1.5, 1.5)}	3	4.39	{'paiementintermediaire293': (4.39, 'CB EMV SANS CONTACT EUR', None)}	4.39
345	2017-06-08	11:51:54	City_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'CAROT.RAP.CRF_300G__R345': (1, 0.7, 0.7), 'MOUSSE_AU_CHOCOLAT_R345': (1, 3.11, 3.11), 'TABOULE_POULET_ROT_R345': (1, 2.17, 2.17)}	3	5.98	{'paiementintermediaire294': (5.98, 'CB EMV SANS CONTACT EUR', None)}	5.98
346	2017-06-12	11:41:03	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'250ML_KIWI_POMMES_R346': (1, 2.2, 2.2), '320G__SLDE_ROMA_JBN_R346': (1, 3.74, 3.74), 'PECHE_PLATE_R346': (1, 0.63, 0.63)}	3	6.57	{'paiementintermediaire295': (7.0, 'ESPECES', 0.43)}	6.57
35	2017-02-09	12:21:17	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'320_SENSEO_BRAZIL_R35': (1, 5.82, 5.82), 'BAGUETTE_PERENE_CERE_R35': (1, 1.15, 1.15), 'COUSCOUS_CRF_440G__R35': (1, 3.26, 3.26), 'DUO_TERRIN+MOUS.CD_R35': (1, 1.39, 1.39), 'M.NOVA_SNACK_CHOCO_R35': (1, 0.92, 0.92)}	5	12.54	{'paiementintermediaire298': (12.54, 'CARTE BANCAIRE EMV EUR', None)}	12.54
357	2017-06-12	11:40:24	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'500G_CAROT.RAP.CRF_R357': (1, 1.17, 1.17), 'LT3X22G_HWD_2FRESH_R357': (1, 2.72, 2.72), 'MOUSSE_AU_CHOCOLAT__R357': (2, 3.11, 6.22), 'TABOULE_VOLAILLE_R357': (1, 1.7, 1.7)}			{}	0
358	2017-06-17	19:33:21	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'200G__TZATZIKI_CRF_R358': (1, 1.81, 1.81), 'BAGUETTE_250G__R358': (1, 0.84, 0.84), 'CHIPS_PESTO_PARMES_R358': (1, 2.48, 2.48), 'KINDER_SCHOKOBONS_R358': (1, 3.43, 3.43), 'TOMATE_JAUNE_BQ_250G__R358': (2, 2.2, 4.4), 'X4_M.SUBITE_KRIEK_R358': (1, 4.52, 4.52)}	7	17.48	{'paiementintermediaire303': (17.48, 'CB EMV SANS CONTACT EUR', None)}	17.48
359	2017-05-22	11:58:33	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'320G__SLDE_STOCKHOL_R359': (1, 4.23, 4.23), 'DESS.POMMES_SS_CRF_R359': (1, 0.93, 0.93)}	2	5.16	{'paiementintermediaire304': (5.16, 'CB EMV SANS CONTACT EUR', None)}	5.16
36	2017-03-01	11:58:41	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'285G__BROWNIES_PEPI_R36': (1, 2.36, 2.36), 'FOUGASSETTE_CHEVRE_R36': (1, 2.5, 2.5), 'SDW_GOURM_CLUB_PLT_R36': (1, 2.59, 2.59)}	3	7.45	{'paiementintermediaire305': (10.0, 'ESPECES', 2.55)}	7.45
350	2017-06-21	11:42:50	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'POMME_GOLDEN_GROSSE_R350': (1, 0.49, 0.49), 'SALADE_VENEZIA_R350': (1, 4.23, 4.23)}	2	4.62	{'paiementintermediaire299': (4.62, 'CB EMV SANS CONTACT EUR', None)}	4.62
352	2017-06-21	20:09:17	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'CITRON_JAUNE_R352': (1, 0.67, 0.67), 'EVIAN_NEW_1.5L__R352': (2, 0.59, 1.18), 'JUS_DE_CITRON_BIO_R352': (1, 1.76, 1.76)}	4	3.61	{'paiementintermediaire300': (10.01, 'ESPECES', 6.4)}	3.61
353	2017-06-19	12:00:55	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'BUDDHA_BOL_PATATE_R353': (1, 5.5, 5.5), 'X16_CHOCOLAT_BN_R353': (1, 1.23, 1.23)}	2	6.73	{'paiementintermediaire301': (6.73, 'CB EMV SANS CONTACT EUR', None)}	6.73
356	2017-06-16	12:01:24	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'250G_?ABOULE_FRUIT_R356': (1, 3.04, 3.04), 'MOUSS?_AU_CHOCOLAT_R356': (1, 3.11, 3.11)}	2	6.15	{'paiementintermediaire302': (6.15, 'CB EMV SANS CONTACT EUR', None)}	6.15
360	2017-06-26	08:05:19	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'BRIOCHE_TRANCHEE_R360': (1, 2.16, 2.16)}	1	2.16	{'paiementintermediaire306': (3.0, 'ESPECES', 0.84)}	2.16
361	2017-06-26	13:23:13	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'ABRIC0T_PETIT_R361': (1, 1.52, 1.52)}	1	1.52	{'paiementintermediaire307': (2.0, 'ESPECES', 0.48)}	1.52
367	2017-05-25	10:08:04	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'380G__?NOCCHI_NATUR_R367': (1, 1.1, 1.1), '4_OEUFS_B10_GROS_R367': (1, 1.58, 1.58), '4X_95?LES_2_VACHE_R367': (1, 1.67, 1.67), '500G__PAGHETTI_BIO_R367': (1, 1.25, 1.25), 'BAGUE?TE_250G_R367': (1, 0.84, 0.84), '_BQ_TO?ATE_CERISE_BIO_R367': (1, 1.8, 1.8), 'BRI0C?E_TRANCHEE_R367': (1, 1.91, 1.91), '_CONCO?BRE_R367': (1, 0.95, 0.95), 'EMMEN_.RAP.BIO_CRF_R367': (1, 1.25, 1.25), 'LT_1/?_E.BIO_CRF_1L_R367': (1, 1.05, 1.05), 'MOZZA?ELLA_CRF_R367': (1, 0.84, 0.84), 'PET_1?25L_EAU_GAZ_R367': (1, 0.57, 0.57), 'P0IVR?N_DOUX_BIO_R367': (1, 1.95, 1.95), 'ROQUE?TE_125G_CR?_R367': (1, 1.77, 1.77), 'SUCRE_BLONVILLIERS_R367': (1, 2.32, 2.32)}	15	20.85	{'paiementintermediaire313': (20.85, 'CARTE BANCAIRE EMV EUR', None)}	20.85
362	2017-06-07	11:47:37	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'150G_SDW_TR.POLAIR_R362': (1, 3.37, 3.37), '180G_QUINOA_BOULG_R362': (1, 2.77, 2.77), 'DESS.FRTS_POM/PEC/_R362': (1, 1.68, 1.68)}	3	7.82	{'paiementintermediaire308': (7.82, 'CB EMV SANS CONTACT EUR', None)}	7.82
363	2017-06-22	19:05:30	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'KINDER_SCHOKOBONS_R363': (1, 3.43, 3.43), 'PETIT_BATON_BERGER_R363': (1, 2.61, 2.61), 'TOMATES_COEUR_DE_PIG__R363': (2, 2.2, 4.4)}	4	10.44	{'paiementintermediaire309': (10.44, 'CARTE BANCAIRE EMV EUR', None)}	10.44
364	2017-06-23	21:02:54	CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'TEURG?ULE_CANNELLE_R364': (1, 2.89, 2.89)}	1	2.89	{'paiementintermediaire310': (5.0, 'ESPECES', 2.11)}	2.89
365	2017-05-22	14:19:58	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'COLESLAW_R365': (1, 1.81, 1.81), 'SDW.BACON_OEUF_R365': (1, 1.58, 1.58), 'X16_CHOCOLAT_BN_R365': (1, 1.23, 1.23)}	3	4.62	{'paiementintermediaire311': (4.62, 'CB EMV SANS CONTACT EUR', None)}	4.62
366	2017-05-22	11:52:12	City_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'500G__CAROT.RAP.CRF_R366': (1, 1.17, 1.17), 'PARMENTIER_DE_CABI_R366': (1, 4.11, 4.11), 'SABLE?_DES_PRES_R366': (1, 1.51, 1.51), 'VACHE_A_BOIRE_VANI_R366': (1, 2.07, 2.07)}	4	8.86	{'paiementintermediaire312': (10.0, 'ESPECES', 1.14)}	8.86
369	2017-05-30	12:44:42	city_CRF-CITY_LA_ROCHELLE	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'320G__:_LD.MANHATTAN_R369': (1, 3.74, 3.74), 'BANANA_R369': (1, 0.3, 0.3), 'EAU_CHISTALINE_X6_R369': (1, 1.2, 1.2), 'NECTARINE_A_CHAIR_JA_R369': (1, 1.51, 1.51)}	4	6.75	{'paiementintermediaire314': (6.75, 'CB EMV SANS CONTACT EUR', None)}	6.75
371	2017-05-17	12:13:35	city_CRF-CITY_LA_ROCHELLE_	33_RUE_DE_LA_SCIERIE_17000_LA_ROCHELLE	LA_ROCHELLE	17000	05.46.27.02.12		{'CAROT_RAP.CRF_300G__R371': (1, 0.7, 0.7), 'MOUSS?IRRES.CH0C0_R371': (1, 3.0, 3.0), 'TAB0U?E_VOLAILLE_R371': (1, 1.7, 1.7)}	3	5.4	{'paiementintermediaire317': (5.4, 'CB EMV SANS CONTACT EUR', None)}	5.4
